id_cliente,Nombre,Apellido,Direccion,Telefono,Tarjeta,Edad,Salario,Genero,id_pais
3806,Benjamin,Aquilar,1814 Keyser Ridge Road,4273066082,6.55858E+15,34,40000,M,11
3807,Pauline,Wilson,3845 Callison Lane,2286994046,6.47982E+15,80,80000,F,11
3808,Michele,Gantt,4216 Center Avenue,4955021635,1.99507E+15,45,60000,F,11
3809,Sadie,Wade,2906 Christie Way,7563111483,8.78357E+15,47,20000,F,11
3810,Walter,Rodriguez,2086 Rodney Street,7139394099,8.05008E+15,86,40000,M,11
3811,William,Berry,3857 Burton Avenue,8263225670,1.3883E+15,56,40000,M,11
3812,Ruben,Ducote,3945 Lakewood Drive,8066886222,4.53595E+15,50,40000,M,11
3813,Andrew,Hanna,1185 Burnside Avenue,7521635462,3.47634E+15,19,60000,M,11
3814,Laura,Woods,2618 Lincoln Drive,8856956905,3.37617E+15,79,80000,F,11
3815,John,Bell,2118 Boone Crockett Lane,5154243024,6.13342E+15,23,100000,M,11
3816,Michael,Nolan,4656 Findley Avenue,2614528890,8.12396E+15,86,20000,M,11
3817,John,Watson,2890 Atha Drive,6554304107,8.17113E+15,33,80000,M,11
3818,Kathleen,Martinez,3588 Walton Street,5376709320,6.17338E+15,75,20000,F,11
3819,James,Folmar,1981 Golden Ridge Road,4038964937,2.18776E+15,52,100000,M,11
3820,Leonard,Preiss,2557 Sundown Lane,2236278033,2.1374E+15,19,60000,M,11
3821,Fannie,Crouch,39 Romrog Way,8333284240,7.40979E+15,80,60000,F,11
3822,Aaron,Munoz,1521 Hardesty Street,3860272686,7.89593E+15,39,80000,M,11
3823,William,Brooks,367 Elmwood Avenue,2027805982,9.53107E+15,59,40000,M,11
3824,Virginia,Munoz,1143 Pinewood Drive,3264368602,4.17819E+15,47,60000,F,11
3825,Joel,Alcala,4149 Arbutus Drive,1200899890,6.16831E+15,50,60000,M,11
3826,Melissa,Guinyard,300 Gore Street,4228412939,3.36028E+15,61,60000,F,11
3827,Minnie,Fleming,3081 Simpson Square,7741314743,1.1353E+15,85,80000,F,11
3828,Sheila,Collado,782 Pursglove Court,8239841547,7.51248E+15,19,100000,F,11
3829,Edward,Lewis,3821 Coal Street,8968721508,1.83587E+15,73,20000,M,11
3830,James,Curley,1215 Woodrow Way,1199343584,7.72135E+15,52,80000,M,11
3831,Timothy,Bennett,1882 Moonlight Drive,2562488214,1.03086E+15,58,40000,M,11
3832,Carolyn,Cleveland,2048 Crowfield Road,5439832800,8.75365E+15,62,80000,F,11
3833,Darlene,Sears,979 Dola Mine Road,7078918508,8.3363E+15,39,40000,F,11
3834,Alexandria,Fitch,4265 Poco Mas Drive,3017948640,3.96208E+15,40,60000,F,11
3835,Stanley,Stanley,3959 Pyramid Valley Road,6209893784,4.89416E+15,72,100000,M,11
3836,Miguel,Bojorquez,26 Heather Sees Way,2799047205,7.17207E+15,68,40000,M,11
3837,Sue,Hanks,4852 Camel Back Road,5821994100,1.63574E+15,37,100000,F,11
3838,Darren,Schneider,1185 Chandler Drive,1731866696,6.132E+15,77,40000,M,11
3839,Christopher,Simpson,4394 Pinchelone Street,5131512279,3.81034E+15,47,40000,M,11
3840,Martha,Dickerson,140 Tenmile Road,1287550265,5.49526E+15,64,20000,F,11
3841,Allie,Luck,4833 Medical Center Drive,4789105235,1.09995E+15,22,80000,F,11
3842,Sarah,Robinson,4425 Kyle Street,7827633216,7.95591E+15,30,40000,F,11
3843,Janet,Green,1864 Douglas Dairy Road,8540927250,5.04761E+15,53,60000,F,11
3844,Phil,Miyashiro,1547 Northwest Boulevard,7690252239,5.68052E+15,24,80000,M,11
3845,David,Patterson,2885 Dancing Dove Lane,4936329861,9.32326E+15,69,60000,M,11
3846,James,Rodriguez,3633 Fairfield Road,5093397778,3.68623E+15,69,20000,M,11
3847,Kurt,Marquis,2200 Howard Street,5858958423,2.44935E+15,34,60000,M,11
3848,Frances,Kidd,4386 Lonely Oak Drive,3833092269,5.36874E+15,47,100000,F,11
3849,Robin,Harper,914 Wilson Avenue,8203243317,7.51099E+15,67,60000,F,11
3850,Sheri,Rhodes,2992 George Street,3328366494,4.8985E+15,51,40000,F,11
3851,Stephanie,Dawkins,4942 Fairfax Drive,6870121750,1.01554E+15,83,80000,F,11
3852,Robert,Bober,3036 Timber Oak Drive,3060817545,9.02361E+15,46,80000,M,11
3853,Marilyn,Joseph,4717 Oakmound Road,1955353783,3.35158E+15,24,20000,F,11
3854,Robert,Chambers,4824 Pike Street,1868711705,3.48428E+15,59,20000,M,11
3855,Karin,Clark,1006 Camden Place,2383111957,1.24416E+15,33,80000,F,11
3856,Erik,Gray,3494 O Conner Street,4315337386,9.64034E+15,85,80000,M,11
3857,Lena,Tremblay,1118 Front Street,2723101521,4.27006E+15,53,100000,F,11
3858,Mark,Woods,3983 Green Hill Road,8739131700,5.14337E+15,61,60000,M,11
3859,Edward,Gillespie,2714 Hott Street,7935246920,8.42113E+15,88,60000,M,11
3860,Roland,Fisher,2222 Hickman Street,9558992275,3.77699E+15,78,20000,M,11
3861,Roger,Brown,3066 Southern Street,9139893784,2.39129E+15,18,60000,M,11
3862,Willie,Boerner,1334 Kimberly Way,3958705562,3.38414E+15,37,20000,M,11
3863,Francis,Smiley,2373 Chestnut Street,8784679813,3.57684E+15,89,100000,F,11
3864,William,Ricketts,1548 Hiddenview Drive,6550551889,4.93627E+15,54,80000,M,11
3865,Carol,Backstrom,3500 Capitol Avenue,4945918414,7.435E+15,69,100000,F,11
3866,Javier,Roy,1907 Sunny Glen Lane,9838742375,1.48826E+15,68,60000,M,11
3867,Timothy,Belles,425 Golden Street,9229892873,2.3373E+15,61,40000,M,11
3868,Jessenia,Malcolm,2595 Copperhead Road,5690995565,5.40991E+15,66,80000,F,11
3869,Amy,White,1709 Rainbow Road,7870956625,2.89636E+15,27,80000,F,11
3870,Amanda,Lee,3672 Elk Street,6008283101,6.55892E+15,61,80000,F,11
3871,Ethan,Daniels,1600 Nash Street,1501567692,1.79568E+15,76,60000,M,11
3872,Barbara,Thomas,2539 Daffodil Lane,9414527227,7.84415E+15,68,80000,F,11
3873,Myrtle,Bowler,1549 Turkey Pen Road,9816825882,8.87432E+15,64,40000,F,11
3874,Samuel,Peoples,563 Dye Street,1335629893,2.63205E+15,73,80000,M,11
3875,William,Escobar,4503 Woodland Avenue,7132090917,1.14394E+15,25,100000,M,11
3876,Alfred,Meek,4972 Coffman Alley,4558216044,5.73677E+15,29,80000,M,11
3877,Larry,Hernandez,3365 Pursglove Court,5526092713,3.24095E+15,53,60000,M,11
3878,Katherine,Montoya,65 Hickman Street,7867081223,3.42451E+15,29,60000,F,11
3879,Marlene,Underwood,4845 Allison Avenue,2928067728,8.45518E+15,31,100000,F,11
3880,Sarah,Miller,3793 Cambridge Place,9335703575,6.01333E+15,85,20000,F,11
3881,Leonard,Martinez,407 Lincoln Drive,4656005390,4.78352E+15,39,20000,M,11
3882,Theresa,Barrentine,3764 Gerald L. Bates Drive,9364175542,2.04466E+15,51,40000,F,11
3883,Timothy,Herrera,1878 Henery Street,3055220261,7.15174E+15,54,40000,M,11
3884,Mark,Slack,2808 Devils Hill Road,1573792778,3.18224E+15,45,60000,M,11
3885,Virginia,Baumgartner,4454 Nash Street,9656744058,7.5104E+15,74,20000,F,11
3886,Becky,Liriano,2550 Pooz Street,3081984126,2.56619E+15,19,100000,F,11
3887,Kaitlyn,Miller,471 Formula Lane,4349931948,3.12214E+15,60,40000,F,11
3888,Phillip,Schuelke,3386 Felosa Drive,2143565219,4.2344E+15,70,20000,M,11
3889,Charles,Moris,3855 Prospect Valley Road,2557542790,2.31695E+15,68,40000,M,11
3890,Lorraine,Han,2075 Hazelwood Avenue,3889314384,4.67785E+15,42,60000,F,11
3891,Ramona,Brunson,3609 Dancing Dove Lane,8041192181,5.81893E+15,64,80000,F,11
3892,Rebecca,Rivera,3056 Beeghley Street,8388216648,5.75089E+15,26,20000,F,11
3893,Adell,Dubose,3617 West Fork Street,3999888052,9.49756E+15,75,80000,F,11
3894,Marlene,Forrester,1621 Lakewood Drive,4724832378,9.84062E+15,79,60000,F,11
3895,Ruth,Wolf,1204 Arbutus Drive,9525458065,6.03316E+15,75,80000,F,11
3896,Phyllis,Madden,549 Hardman Road,2302199576,2.32806E+15,70,40000,F,11
3897,Samantha,Goudeau,1512 Pringle Drive,7674136102,4.90708E+15,29,80000,F,11
3898,Emily,Chen,2479 Masonic Drive,7505019991,5.68605E+15,43,60000,F,11
3899,April,Yu,3953 Willis Avenue,5096899474,4.07687E+15,88,100000,F,11
3900,Anna,Rosales,1857 Hartway Street,8867371810,5.84676E+15,48,60000,F,11
3901,Larry,Dover,1027 Lakewood Drive,9919963314,4.34955E+15,54,60000,M,11
3902,Alexa,Davis,3916 Roosevelt Road,4610979546,1.2748E+15,38,20000,F,11
3903,Jose,Ortiz,3082 Feathers Hooves Drive,9765912471,4.276E+15,61,20000,M,11
3904,Charles,Kelley,2420 Jim Rosa Lane,2235175092,2.0909E+15,78,20000,M,11
3905,Jessica,Logan,191 Colony Street,6079900566,1.75802E+15,42,40000,F,11
3906,Claudia,Brooks,746 Hartway Street,5766936772,3.47126E+15,30,60000,F,11
3907,Nita,Laster,1290 Pine Tree Lane,3794931954,4.45563E+15,61,20000,F,11
3908,James,Lay,1570 Duck Creek Road,5982789182,2.12013E+15,45,80000,M,11
3909,Clifford,Crowe,3671 Brentwood Drive,5697300621,6.56632E+15,26,60000,M,11
3910,Merle,Toth,1854 Lena Lane,8658636923,4.87324E+15,35,20000,M,11
3911,Betsy,Graf,1971 Renwick Drive,5250624265,1.74248E+15,22,80000,F,11
3912,Linda,Reddick,2672 Ross Street,8720527643,6.63731E+15,72,60000,F,11
3913,Lindsey,Gunderson,2732 Overlook Drive,8667088362,8.97792E+15,18,40000,F,11
3914,David,Henry,4198 My Drive,5251392001,7.3944E+15,62,80000,M,11
3915,James,Faulkner,4712 Brannon Street,9151012584,4.2956E+15,42,80000,M,11
3916,Lynda,Vidal,1266 Dye Street,3993155863,3.46836E+15,89,80000,F,11
3917,Andrea,Weinstein,648 Clover Drive,6459763414,1.73146E+15,28,20000,F,11
3918,David,Johnson,1081 McDowell Street,1235141326,3.20607E+15,78,100000,M,11
3919,Tina,Turberville,3056 Bubby Drive,9783703614,2.75644E+15,52,60000,F,11
3920,Mildred,Lambert,2998 Wakefield Street,2618133234,1.66299E+15,25,20000,F,11
3921,Matthew,Henderson,4580 Poplar Avenue,4010929118,9.9204E+15,44,100000,M,11
3922,Iris,See,3387 Morningview Lane,3010003518,7.18403E+15,24,100000,F,11
3923,Frank,Brown,1367 Leroy Lane,5972771542,6.24528E+15,49,20000,M,11
3924,Ursula,Wieczorek,41 Alexander Avenue,6038683509,5.21048E+15,27,20000,F,11
3925,Christopher,McCroskey,741 Park Avenue,1484125936,9.12551E+15,65,80000,M,11
3926,Lazaro,Harris,4076 Dola Mine Road,7310178083,3.80572E+15,26,80000,M,11
3927,Kasandra,Gaunt,270 Lynn Street,6385828633,2.61627E+15,72,40000,F,11
3928,Brad,Spinner,2056 Adams Avenue,2708426833,6.2674E+15,33,60000,M,11
3929,Mary,Donaldson,3388 Granville Lane,6448576231,2.07659E+15,46,100000,F,11
3930,Edith,Santiago,2013 Comfort Court,6247343721,6.34136E+15,38,60000,F,11
3931,Jane,Milstead,2045 Lowland Drive,6852442104,9.37468E+15,57,80000,F,11
3932,Ryan,Smith,1167 Coolidge Street,2448541554,2.38161E+15,63,100000,M,11
3933,Katherine,Noble,2613 Sunburst Drive,2964486549,7.49039E+15,45,60000,F,11
3934,James,Heath,1457 Fantages Way,2402163629,1.98572E+15,23,80000,M,11
3935,Jennifer,Mullins,4055 Woodstock Drive,6786870174,8.24301E+15,28,60000,F,11
3936,Mirella,Scott,2269 Pennsylvania Avenue,1873841241,2.07609E+15,65,100000,F,11
3937,Ronald,Downey,3476 Steele Street,9511385877,2.72934E+15,31,60000,M,11
3938,Tonya,Dickens,1549 Frank Avenue,8780201978,8.73464E+15,48,80000,F,11
3939,Ethel,Montoya,4186 D Street,6194836735,6.44354E+15,46,20000,F,11
3940,Luis,French,181 Nutter Street,8800349026,6.52034E+15,83,100000,M,11
3941,Christopher,Ross,4015 Stiles Street,4215291355,7.07796E+15,68,60000,M,11
3942,Billie,Williams,4224 Locust View Drive,5567446739,5.0811E+15,27,100000,F,11
3943,Susan,Trevino,1822 Tibbs Avenue,6813858121,1.9275E+15,66,60000,F,11
3944,Frank,Munoz,1899 Davis Court,9544915346,3.10701E+15,53,40000,M,11
3945,Manuel,Tanner,4062 Lynn Avenue,3561198674,5.03655E+15,20,100000,M,11
3946,Melissa,Charles,3165 Fire Access Road,5543376034,6.77832E+15,64,100000,F,11
3947,Terrance,Williams,2242 Twin House Lane,5425064842,4.56301E+15,57,20000,M,11
3948,Claude,Currier,4737 Sycamore Street,1721164360,9.14091E+15,28,80000,M,11
3949,Eleanor,Williams,2222 Cantebury Drive,2335328877,3.18711E+15,66,20000,F,11
3950,Briana,Thompson,608 Irving Place,1481289940,5.56895E+15,78,100000,F,11
3951,Glenn,Dominguez,440 Clay Street,2739051131,7.70774E+15,45,80000,M,11
3952,Frederick,Crum,2823 Kelly Street,4749761839,6.13142E+15,55,60000,M,11
3953,Timothy,Leigh,2837 Kennedy Court,9363693210,9.377E+15,52,60000,M,11
3954,Valerie,Gonzales,4294 Mount Olive Road,7770844074,1.26319E+15,67,60000,F,11
3955,Ronald,Pendley,3701 Pheasant Ridge Road,7524695146,2.35444E+15,81,40000,M,11
3956,Robert,Little,4777 Karen Lane,9947707741,1.16358E+15,65,40000,M,11
3957,Darin,Flores,1344 Jewell Road,3405585339,8.02576E+15,79,60000,M,11
3958,Michael,Moore,4830 Freedom Lane,8748818024,8.02411E+15,35,20000,M,11
3959,Jean,Moore,1514 Arthur Avenue,3110797463,1.77065E+15,42,40000,F,11
3960,Matthew,Brothers,501 Fantages Way,7855891369,7.32233E+15,26,80000,M,11
3961,Lori,Parker,2704 Jadewood Drive,4985552826,2.93712E+15,63,80000,F,11
3962,Thomas,Spires,4718 Clay Lick Road,4129490485,3.91492E+15,56,80000,M,11
3963,Douglas,Mallett,1835 Diane Street,7001037024,1.23607E+15,89,100000,M,11
3964,Chelsea,Hibbard,928 Moonlight Drive,1753405556,3.24556E+15,67,40000,F,11
3965,Lawrence,Burke,1502 Highland View Drive,2329030849,7.05946E+15,36,20000,M,11
3966,Louise,Jackson,3021 Dogwood Road,1584793180,1.71489E+15,76,80000,F,11
3967,Bridget,Hall,2408 Sharon Lane,3560434755,6.65646E+15,87,40000,F,11
3968,Andrew,Signorelli,1557 Deercove Drive,1101082537,8.60784E+15,56,80000,M,11
3969,Harry,Cummings,3344 Snider Street,8997237539,2.99752E+15,52,100000,M,11
3970,Courtney,Gomez,207 Elk City Road,7647346831,2.69783E+15,89,80000,F,11
3971,Mark,Sutter,3448 Circle Drive,3251692804,4.14014E+15,58,40000,M,11
3972,Julia,Gallucci,1742 Retreat Avenue,1916735396,1.08562E+15,82,20000,F,11
3973,Ann,Soria,3025 Henery Street,5329841825,8.32197E+15,67,100000,F,11
3974,Mary,Johnson,2511 Braxton Street,8435382648,8.80725E+15,22,20000,F,11
3975,Carol,Webster,3754 Arbutus Drive,8302481861,1.16543E+15,44,60000,F,11
3976,Robert,Casale,2594 Brentwood Drive,2977326564,3.57714E+15,68,60000,M,11
3977,Jody,Randall,695 Oak Lane,3751463224,1.91556E+15,58,80000,F,11
3978,Willard,Pena,1529 Bluff Street,2361917665,3.09428E+15,74,80000,M,11
3979,Beth,Brian,3752 Mount Olive Road,7398481467,2.47061E+15,38,60000,F,11
3980,Maria,Gold,2518 Ferguson Street,5388236453,4.32394E+15,55,80000,F,11
3981,Ann,Lehman,3134 Fleming Way,5510487793,1.08673E+15,23,80000,F,11
3982,Kristy,Perez,3242 Sussex Court,8561814890,4.12075E+15,75,40000,F,11
3983,Jessica,Tompson,1602 Alfred Drive,8218060112,9.38071E+15,86,80000,F,11
3984,Frank,Dyer,2732 Ferry Street,6008292518,7.35031E+15,40,80000,M,11
3985,Janna,Brooks,1722 Cody Ridge Road,5113464369,1.11874E+15,31,40000,F,11
3986,Louise,Sullivan,1785 Lowland Drive,1642961916,3.0509E+15,47,60000,F,11
3987,Lee,Cook,4820 Ashcraft Court,6443940996,3.31586E+15,51,100000,M,11
3988,Brenda,Collins,3560 Foley Street,5553174215,4.26658E+15,71,20000,F,11
3989,Marcia,Barnes,1894 Sycamore Lake Road,3524017016,1.3846E+15,68,60000,F,11
3990,Carol,Doss,1611 Rubaiyat Road,2002137929,2.13091E+15,58,40000,F,11
3991,Bruce,Cork,762 Cherry Ridge Drive,7524303661,5.7486E+15,26,100000,M,11
3992,Forrest,Sheffield,106 Creekside Lane,1505684664,9.94421E+15,46,80000,M,11
3993,Arnold,Gossage,3615 Bedford Street,3706253011,4.30077E+15,78,80000,M,11
3994,Laura,Molina,3866 Lake Road,2559722986,9.57326E+15,77,60000,F,11
3995,Peter,Negron,357 Metz Lane,1391888066,6.64897E+15,83,20000,M,11
3996,Susan,Nies,700 Woodlawn Drive,8616498011,6.16207E+15,18,40000,F,11
3997,Adam,Carpenter,110 Barnes Avenue,2661281247,1.40161E+15,73,80000,M,11
3998,Albert,Deems,4650 Hardesty Street,4689418339,9.45162E+15,62,60000,M,11
3999,Marion,Baptiste,3672 Clousson Road,4334441056,5.86883E+15,81,60000,M,11
4000,Samuel,Alexander,2579 Flynn Street,1381709385,5.5742E+15,29,100000,M,11
4001,Rickey,White,3873 Peck Street,4942974925,3.97178E+15,22,100000,M,11
4002,Billy,Gossman,1226 Doctors Drive,5040560050,9.8176E+15,57,60000,M,11
4003,Max,Self,228 Buena Vista Avenue,5729589405,5.23201E+15,63,20000,M,11
4004,Larry,Miller,3777 Brooke Street,7303573148,4.99946E+15,29,100000,M,11
4005,Charity,Flores,2184 Travis Street,8778221431,5.34123E+15,53,40000,F,11
4006,Ruth,Wilson,3055 Owagner Lane,4485628708,5.77008E+15,20,80000,F,11
4007,Carlos,Jessen,2341 Sweetwood Drive,4510597471,7.12858E+15,38,100000,M,11
4008,Delores,Valentine,3114 Browning Lane,7590130196,9.70137E+15,68,80000,F,11
4009,Lola,Fields,4882 Rainy Day Drive,1818698758,5.96861E+15,28,60000,F,11
4010,Susan,Reed,2580 Jadewood Farms,7884302744,4.18918E+15,19,100000,F,11
4011,Maryann,Saunders,4433 Gnatty Creek Road,8747229029,2.10719E+15,27,60000,F,11
4012,George,Milligan,1465 Arbor Court,7487768077,7.75855E+15,43,60000,M,11
4013,Betty,Banker,1031 Swick Hill Street,7865752150,9.75775E+15,42,40000,F,11
4014,Alicia,Marshall,3957 Pointe Lane,1427791114,7.71077E+15,79,100000,F,11
4015,Warren,Pruitt,4782 Kincheloe Road,9016456409,3.11721E+15,60,100000,M,11
4016,Katherine,Schaff,2794 Glen Falls Road,7889002867,5.29736E+15,27,100000,F,11
4017,Jason,Stewart,2458 Tavern Place,8796980130,7.16452E+15,39,80000,M,11
4018,Terrance,Tipton,3155 Chipmunk Lane,4975804082,7.692E+15,81,20000,M,11
4019,Louise,Aguilera,4742 Boone Crockett Lane,1846097532,7.4081E+15,62,20000,F,11
4020,Lori,Fielding,472 Harter Street,4208569999,3.32629E+15,55,40000,F,11
4021,Tamara,Wallace,1338 Circle Drive,6402866632,3.87074E+15,33,100000,F,11
4022,Rubie,Weller,767 Benson Park Drive,2873816962,6.95162E+15,60,40000,F,11
4023,Charles,Weiss,838 Haven Lane,3039754849,9.80999E+15,40,20000,M,11
4024,Craig,Zick,3590 Owen Lane,4329119054,4.70971E+15,82,20000,M,11
4025,Fredrick,Hansen,4711 Harter Street,5363101049,6.43523E+15,51,100000,M,11
4026,Florence,Deluca,3501 Lauren Drive,9724415437,3.29459E+15,69,20000,F,11
4027,Edgar,Nutt,3831 Hill Croft Farm Road,6772852384,3.35997E+15,71,20000,M,11
4028,Kenneth,Phung,2193 Timber Oak Drive,4320753450,5.12501E+15,55,80000,M,11
4029,Patricia,Reyes,1506 Brannon Avenue,5848976142,7.68124E+15,39,80000,F,11
4030,Linda,Williams,1673 Jarvis Street,9928835492,2.90456E+15,47,100000,F,11
4031,Jessica,Rivera,3138 Harter Street,1156647535,5.5334E+15,70,80000,F,11
4032,Guillermo,Watkins,2002 Church Street,2249932916,4.0653E+15,87,80000,M,11
4033,Robert,McDonough,2819 Twin Oaks Drive,8722211928,6.6538E+15,62,80000,M,11
4034,Kenneth,Williams,329 Fraggle Drive,6579427672,4.26106E+15,74,80000,M,11
4035,Henry,Roberts,3262 Bel Meadow Drive,3169967815,3.75955E+15,41,60000,M,11
4036,Cheryl,Cooper,4723 Trails End Road,3184930451,7.6911E+15,60,40000,F,11
4037,Elvin,Artrip,2497 Victoria Street,3129145558,4.77225E+15,63,60000,M,11
4038,William,Raymer,3613 Virginia Street,8142479506,8.95932E+15,38,40000,M,11
4039,Nikki,Lien,2132 Burke Street,6364573677,1.22838E+15,88,60000,F,11
4040,Robin,Sadler,2064 Briarhill Lane,2009575661,5.11435E+15,87,60000,F,11
4041,Helen,Rodgers,1224 Smith Road,9490698648,9.39518E+15,46,20000,F,11
4042,James,Contreras,4661 Chapel Street,2312640515,1.24047E+15,85,60000,M,11
4043,Regina,Donnell,3998 Rodney Street,2476270864,8.42049E+15,22,40000,F,11
4044,James,Hamman,709 Armbrester Drive,2096508603,2.25255E+15,23,80000,M,11
4045,Lisa,Haglund,1692 Brookside Drive,5837570148,6.78941E+15,33,60000,F,11
4046,Justin,McPherson,2476 Meadowcrest Lane,7467889735,3.03961E+15,21,40000,M,11
4047,Teresa,Wilcox,1499 Elkview Drive,3305357055,7.4235E+15,82,80000,F,11
4048,Paul,Dandrea,2022 Leo Street,1750559983,7.13492E+15,37,60000,M,11
4049,Helen,Watson,3423 Fannie Street,4710366655,4.04471E+15,26,80000,F,11
4050,Andre,Jacobs,4800 Brentwood Drive,3980799776,5.43151E+15,82,80000,M,11
4051,Julia,McLain,711 Hillview Street,6602379632,6.72935E+15,58,40000,F,11
4052,Roberto,Cummins,678 Kinney Street,4552189983,5.93082E+15,19,60000,M,11
4053,Deborah,Terrell,3019 Cedar Lane,7310872159,8.66122E+15,71,100000,F,11
4054,Jessica,Johnston,479 Frosty Lane,5328117822,7.32037E+15,39,80000,F,11
4055,Joseph,Patterson,575 White River Way,6658993143,6.59518E+15,44,80000,M,11
4056,Thelma,Menchaca,3100 Joes Road,8017057614,1.32298E+15,59,20000,F,11
4057,Patrick,Peacock,4871 Patton Lane,3767770024,3.44868E+15,80,100000,M,11
4058,Mark,Richardson,3707 Evergreen Lane,9873348051,1.28034E+15,44,80000,M,11
4059,James,Castagna,40 Millbrook Road,3827124170,9.55413E+15,30,60000,M,11
4060,Loma,Thompson,849 Fincham Road,3932592815,8.6824E+15,78,100000,F,11
4061,Marianne,McConnell,3164 Ocello Street,2975656285,9.63583E+15,50,20000,F,11
4062,Roderick,Dunleavy,1894 Ingram Street,3492890861,8.34424E+15,72,40000,M,11
4063,Marcia,Vest,2081 Fantages Way,4595249815,4.20324E+15,32,60000,F,11
4064,Brent,Baker,2625 Science Center Drive,8594386442,8.55895E+15,68,60000,M,11
4065,Patricia,Estep,4131 Austin Avenue,6413629260,9.05671E+15,49,80000,F,11
4066,Heather,McCandless,835 Lucky Duck Drive,4166007294,7.26391E+15,72,100000,F,11
4067,Heather,Kelly,2430 Still Pastures Drive,5612254453,5.65657E+15,76,20000,F,11
4068,John,Carreon,3554 Church Street,3612256173,4.28428E+15,18,20000,M,11
4069,Larry,Nelson,3197 Nixon Avenue,7835076367,5.18674E+15,42,100000,M,11
4070,Monique,Widener,609 Woodland Terrace,2069496768,5.91826E+15,87,60000,F,11
4071,Trevor,Stovall,2178 Prospect Street,9158839308,5.63676E+15,56,80000,M,11
4072,Jose,Moon,1609 Harrison Street,2065224218,6.99676E+15,86,100000,M,11
4073,Dale,Erhardt,1984 Jody Road,9148495851,6.64238E+15,79,40000,M,11
4074,Valarie,Blizzard,1235 Brooklyn Street,9776814888,7.24539E+15,57,60000,F,11
4075,Jeannine,Rash,1402 Kinney Street,4778072044,1.56744E+15,84,60000,F,11
4076,Rene,McClintock,1614 Desert Broom Court,7785934434,7.39767E+15,45,20000,M,11
4077,David,Hite,4980 Trymore Road,7002046100,8.02419E+15,28,80000,M,11
4078,Tracy,Brown,3403 Hazelwood Avenue,5041309514,6.99757E+15,37,80000,F,11
4079,John,Fair,1864 Formula Lane,6465318558,1.57284E+15,30,100000,M,11
4080,Mark,Jones,4682 Newton Street,1333693338,1.60007E+15,59,20000,M,11
4081,Kerry,O'Donnell,67 Turnpike Drive,2751512150,3.765E+15,52,80000,M,11
4082,Joshua,Kellum,2264 Star Route,1390093388,6.02708E+15,19,40000,M,11
4083,Rex,Batts,2644 Mudlick Road,6419361006,9.56832E+15,46,80000,M,11
4084,Edith,Raker,4131 Willison Street,3707998496,2.43167E+15,86,100000,F,11
4085,Arlene,Park,1507 Tator Patch Road,1743717165,9.87037E+15,57,20000,F,11
4086,Carolyne,Jakes,2067 Farnum Road,9674629941,1.42225E+15,70,80000,F,11
4087,Ronnie,Malcom,2322 Mesa Drive,2490740581,7.17963E+15,76,20000,M,11
4088,Anthony,Williams,2136 Hidden Pond Road,2758539177,7.36638E+15,72,80000,M,11
4089,Darlene,Howe,1612 Washington Avenue,8863174706,5.94084E+15,31,80000,F,11
4090,James,Garrison,3134 Hillcrest Circle,9303260250,9.0015E+15,82,20000,M,11
4091,Nancy,Jackson,97 Science Center Drive,4932192306,9.28582E+15,21,40000,F,11
4092,Bruce,Peterson,970 White Pine Lane,2454639426,2.54479E+15,20,80000,M,11
4093,Cheryl,Moore,1963 Bartlett Avenue,3418462863,5.39755E+15,75,60000,F,11
4094,Matthew,Dillard,861 Elk City Road,7886810529,2.07579E+15,45,100000,M,11
4095,Maribel,Newton,984 College Avenue,9505089680,9.08438E+15,72,40000,F,11
4096,Kevin,Chapman,2947 Warner Street,1528983091,5.49363E+15,67,100000,M,11
4097,Krista,Donaldson,2221 Orchard Street,5000557464,9.71205E+15,90,20000,F,11
4098,Scott,Whitty,1419 Lakeland Park Drive,1142519180,1.9826E+15,73,60000,M,11
4099,Victor,Forbes,3327 Davis Court,5969128264,6.56663E+15,87,80000,M,11
4100,Meagan,Heffron,4251 Happy Hollow Road,3109563324,5.89622E+15,43,100000,F,11
4101,Ramona,Jackson,2136 Stratford Park,5684977949,7.68518E+15,83,100000,F,11
4102,Guy,Rodriguez,1503 Fincham Road,6683367495,7.20275E+15,85,60000,M,11
4103,Laurie,Franklin,2549 Carriage Court,5685445563,1.69639E+15,69,40000,F,11
4104,Henry,Sells,4636 Everette Alley,5732824237,7.4586E+15,84,60000,M,11
4105,Edward,Humphries,2316 Jehovah Drive,4781038940,5.41436E+15,60,60000,M,11
4106,Sheila,Ogan,2476 Forest Avenue,1194989466,9.16769E+15,79,40000,F,11
4107,Elizabeth,Bowman,1504 Bingamon Road,4541354689,3.05709E+15,75,60000,F,11
4108,Theresa,Teer,4478 Breezewood Court,2919853157,8.44756E+15,77,40000,F,11
4109,Joseph,Cruz,711 Kidd Avenue,8209301136,9.87261E+15,73,20000,M,11
4110,Anne,Blackwell,4229 Walnut Drive,2795178236,4.22897E+15,23,60000,F,11
4111,John,Ivey,2364 Barnes Avenue,6448810069,1.08217E+15,22,40000,M,11
4112,Yolanda,Esteban,815 Gateway Road,9742137672,8.21582E+15,45,20000,F,11
4113,Bryan,Walters,2432 Lang Avenue,3385413782,7.78513E+15,90,20000,M,11
4114,Annie,Northington,3977 Smith Street,5099107879,9.19232E+15,20,100000,F,11
